5	16	40.01	25.88
5	17	39.79	37.15
5	18	39.66	28
5	19	39.56	31.11
5	20	39.58	16.16
5	21	39.43	32.67
5	22	35.66	28.88
5	23	35.4	29.54
6	1	56.11	22.49
6	2	50.73	33.61
6	3	49.41	39.58
6	4	48.46	10.12
6	5	47.25	15.21
6	6	46.71	23.52
6	7	45.62	31.85
6	8	41.98	28.83
6	9	41.7	35.59
6	10	41.93	24.81
6	11	41.56	32.59
6	12	40.6800003051758	29.5200004577637
6	13	40.34	29.44
6	14	40.29	21.82
6	15	40.02	11.33
6	16	40.01	25.88
6	17	39.79	37.15
6	18	39.66	28
6	19	39.57	31.11
6	20	39.58	16.17
6	21	39.43	32.67
6	22	35.34	28.69
6	23	35.42	29.56
7	1	56.11	22.49
7	2	50.8	33.42
7	3	49.47	39.57
7	4	48.41	10.11
7	5	47.26	15.19
7	6	46.72	23.54
7	7	45.57	31.62
7	8	42	28.97
7	9	41.69	35.61
7	10	41.97	25.03
7	11	41.55	32.59
7	12	40.6800003051758	29.5200004577637
7	13	40.34	29.44
7	14	40.29	21.82
7	15	40.02	11.33
7	16	40.01	25.88
7	17	39.8	37.16
7	18	39.66	28
7	19	39.57	31.1
7	20	39.58	16.17
7	21	39.43	32.67
7	22	35.03	28.76
7	23	35.46	29.58
8	1	56.11	22.49
8	2	50.93	33.29
8	3	49.5	39.56
8	4	48.44	10.11
8	5	47.3	15.18
8	6	46.73	23.51
8	7	45.54	31.41
8	8	42.01	29.1
8	9	41.7	35.61
8	10	41.99	25.29
8	11	41.55	32.59
8	12	40.6699981689453	29.5200004577637
8	13	40.33	29.45
8	14	40.29	21.82
8	15	40.02	11.33
8	16	40.01	25.88
8	17	39.8	37.16
8	18	39.66	28
8	19	39.57	31.1
8	20	39.59	16.16
8	21	39.43	32.67
8	22	34.74	29.11
8	23	35.48	29.59
9	1	56.12	22.49
9	2	51.11	33.19
9	3	49.51	39.55
9	4	48.5	10.1
9	5	47.36	15.15
9	6	46.74	23.5
9	7	45.51	31.21
9	8	42	29.21
9	9	41.71	35.61
9	10	42	25.55
9	11	41.55	32.59
9	12	40.6699981689453	29.5200004577637
9	13	40.33	29.45
9	14	40.29	21.82
9	15	40.02	11.33
9	16	40.01	25.88
9	17	39.8	37.16
9	18	39.66	28
9	19	39.57	31.09
9	20	39.59	16.16
9	21	39.43	32.68
9	22	34.49	29.72
9	23	35.49	29.62
10	1	56.12	22.49
10	2	51.32	33.14
10	3	49.5	39.54
10	4	48.6	10.09
10	5	47.39	15.12
10	6	46.72	23.51
10	7	45.47	31.08
10	8	41.97	29.29
10	9	41.71	35.61
10	10	41.99	25.77
10	11	41.54	32.59
10	12	40.6699981689453	29.5200004577637
10	13	40.33	29.45
10	14	40.29	21.82
10	15	40.02	11.33
10	16	40.01	25.88
10	17	39.8	37.16
10	18	39.66	28
10	19	39.57	31.09
10	20	39.59	16.17
10	21	39.43	32.68
10	22	34.29	30.54
10	23	35.5	29.62
11	1	56.14	22.5
11	2	51.55	33.15
11	3	49.45	39.55
11	4	48.74	10.07
11	5	47.42	15.09
11	6	46.73	23.52
11	7	45.43	31
11	8	41.92	29.37
11	9	41.67	35.62
11	10	41.97	25.93
11	11	41.51	32.59
11	12	40.6699981689453	29.5200004577637
11	13	40.3	29.45
11	14	40.29	21.82
11	15	40.02	11.34
11	16	40.01	25.88
11	17	39.8	37.16
11	18	39.65	28
11	19	39.57	31.09
11	20	39.59	16.16
11	21	39.42	32.68
11	22	34.17	31.54
11	23	35.5	29.63
12	1	56.14	22.5
12	2	51.8	33.2
12	3	49.36	39.62
12	4	48.85	10.06
12	5	47.45	15.08
12	6	46.73	23.5
12	7	45.38	31.03
12	8	41.82	29.38
12	9	41.64	35.61
12	10	41.92	26.01
12	11	41.43	32.58
12	12	40.6699981689453	29.5200004577637
12	13	40.22	29.45
12	14	40.31	21.83
12	15	40.04	11.35
12	16	40	25.88
12	17	39.8	37.16
12	18	39.65	28
12	19	39.56	31.09
12	20	39.6	16.15
12	21	39.39	32.69
12	22	34.11	32.66
12	23	35.46	29.62
13	1	56.15	22.52
13	2	52.05	33.34
13	3	49.23	39.74
13	4	49.01	10.04
13	5	47.51	15.06
13	6	46.73	23.48
13	7	45.34	31.19
13	8	41.66	29.33
13	9	41.46	35.58
13	10	41.81	26.03
13	11	41.24	32.55
13	12	37.6999969482422	29.5599994659424
13	13	40.14	29.41
13	14	40.37	21.85
13	15	40.08	11.36
13	16	40	25.87
13	17	39.85	37.16
13	18	39.6	27.98
13	19	39.5	31.14
13	20	39.67	16.09
13	21	39.25	32.76
13	22	34.11	33.86
13	23	35.41	29.6
14	1	56.16	22.53
14	2	52.31	33.56
14	3	49.08	39.91
14	4	49.25	10
14	5	47.56	15.04
14	6	46.73	23.46
14	7	45.32	31.51
14	8	41.41	29.2
14	9	41.07	35.51
14	10	41.62	25.96
14	11	40.81	32.46
14	12	36.3899993896484	29.5499992370605
14	13	40.01	29.3
14	14	40.64	21.94
14	15	40.28	11.4
14	16	40	25.86
14	17	40.06	37.14
14	18	39.49	27.91
14	19	39.34	31.22
14	20	39.81	15.88
14	21	39	32.87
14	22	34.15	35.1
14	23	35.33	29.58
15	1	56.19	22.56
15	2	52.59	33.88
15	3	48.89	40.15
15	4	49.54	9.95
15	5	47.66	14.99
15	6	46.75	23.45
15	7	45.32	31.98
15	8	41.05	28.97
15	9	40.46	35.4
15	10	41.34	25.84
15	11	40.21	32.34
15	12	35.3099975585938	29.5300006866455
15	13	39.85	29.14
15	14	41.17	22.09
15	15	40.75	11.52
15	16	39.96	25.81
15	17	40.48	37.08
15	18	39.34	27.82
15	19	39.09	31.29
15	20	40.11	15.52
15	21	38.6	33.03
15	22	34.21	36.36
15	23	35.18	29.55
16	1	56.28	22.65
16	2	52.92	34.28
16	3	48.68	40.51
16	4	49.9	9.91
16	5	47.96	14.81
16	6	46.78	23.43
16	7	45.32	32.55
16	8	40.63	28.63
16	9	39.65	35.27
16	10	40.97	25.65
16	11	39.45	32.21
16	12	34.5800018310547	29.5300006866455
16	13	39.61	28.94
16	14	41.94	22.27
16	15	41.49	11.68
16	16	39.82	25.69
16	17	41.05	36.98
16	18	39.18	27.72
16	19	38.71	31.27
16	20	40.54	15.02
16	21	38.14	33.2
16	22	34.31	37.61
16	23	34.95	29.52
17	1	56.53	22.91
17	2	53.32	34.72
17	3	48.48	40.95
17	4	50.32	9.85
17	5	48.43	14.47
17	6	46.87	23.41
17	7	45.35	33.21
17	8	40.21	28.25
17	9	38.66	35.13
17	10	40.53	25.44
17	11	38.63	32.07
17	12	34.2900009155273	29.5499992370605
17	13	39.32	28.72
17	14	42.89	22.43
17	15	42.4	11.9
17	16	39.57	25.56
17	17	41.76	36.83
17	18	39.03	27.62
17	19	38.26	31.19
17	20	41.14	14.32
17	21	37.53	33.39
17	22	34.43	38.85
17	23	34.71	29.52
18	1	56.9	23.28
18	2	53.78	35.16
18	3	48.29	41.44
18	4	50.8	9.78
18	5	49.02	13.97
18	6	47.02	23.35
18	7	45.42	33.88
18	8	39.85	27.86
18	9	37.56	35
18	10	40.05	25.19
18	11	37.72	31.9
18	12	34.2799987792969	29.5900001525879
18	13	39.02	28.51
18	14	43.98	22.5
18	15	43.45	12.16
18	16	39.26	25.41
18	17	42.51	36.61
18	18	38.88	27.52
18	19	37.71	31.04
18	20	41.87	13.49
18	21	36.88	33.54
18	22	34.59	40.04
18	23	34.53	29.54
19	1	57.37	23.7
19	2	54.3	35.55
19	3	48.13	41.95
19	4	51.38	9.7
19	5	49.65	13.33
19	6	47.2	23.23
19	7	45.54	34.53
19	8	39.58	27.54
19	9	36.43	34.88
19	10	39.56	24.94
19	11	36.78	31.66
19	12	34.4000015258789	29.6399993896484
19	13	38.73	28.34
19	14	45.16	22.48
19	15	44.57	12.48
19	16	38.85	25.26
19	17	43.24	36.29
19	18	38.72	27.42
19	19	37.07	30.82
19	20	42.74	12.54
19	21	36.19	33.62
19	22	34.78	41.19
19	23	34.46	29.59
